"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"1","서울특별시 성동구 옥수동","528-1","528","1","옥수파크힐스117동~125동","59.91","202405","7","151,000","-","16","개인","개인","2016","매봉길 50","-","중개거래","서울 성동구","-"
"2","서울특별시 성동구 옥수동","250","250","0","옥수삼성","59.7","202405","7","119,500","-","5","개인","개인","1999","독서당로 218","-","중개거래","서울 성동구","-"
"3","서울특별시 성동구 옥수동","250","250","0","옥수삼성","59.7","202405","10","121,500","-","12","개인","개인","1999","독서당로 218","-","중개거래","서울 성동구","-"
"4","서울특별시 성동구 옥수동","250","250","0","옥수삼성","114.666","202405","11","180,000","-","20","개인","개인","1999","독서당로 218","-","중개거래","서울 성동구","-"
"5","서울특별시 성동구 옥수동","250","250","0","옥수삼성","84.822","202405","11","146,000","-","17","개인","개인","1999","독서당로 218","-","중개거래","서울 성동구","-"
"6","서울특별시 성동구 옥수동","250","250","0","옥수삼성","84.822","202405","11","146,000","-","17","개인","개인","1999","독서당로 218","20240514","중개거래","서울 성동구","-"
"7","서울특별시 성동구 옥수동","250","250","0","옥수삼성","59.7","202405","11","123,000","-","16","개인","개인","1999","독서당로 218","-","중개거래","서울 성동구","-"
"8","서울특별시 성동구 옥수동","250","250","0","옥수삼성","114.666","202405","15","164,000","-","2","개인","개인","1999","독서당로 218","-","중개거래","서울 성동구","-"
"9","서울특별시 성동구 옥수동","250","250","0","옥수삼성","84.822","202405","15","153,000","-","15","개인","개인","1999","독서당로 218","-","중개거래","서울 성동구","-"
"10","서울특별시 성동구 옥수동","220-1","220","1","한남하이츠","87.67","202405","15","173,000","-","9","개인","개인","1982","독서당로 156","-","중개거래","대전 유성구, 서울 성동구","-"
"11","서울특별시 성동구 옥수동","528","528","0","옥수파크힐스101동~116동","59.88","202405","16","158,000","-","9","개인","개인","2016","매봉길 50","-","중개거래","서울 성동구","-"
"12","서울특별시 성동구 옥수동","560","560","0","옥수어울림","84.699","202405","18","155,000","-","13","개인","개인","2011","독서당로40길 37","-","중개거래","서울 성동구","-"
"13","서울특별시 성동구 옥수동","428","428","0","극동","84.74","202405","18","121,000","-","6","개인","개인","1986","독서당로 191","-","중개거래","서울 성동구","-"
"14","서울특별시 종로구 사직동","9","9","0","광화문스페이스본(101동~105동)","94.51","202405","7","138,000","-","3","개인","개인","2008","사직로8길 4","-","중개거래","서울 종로구","-"
"15","서울특별시 종로구 내수동","95","95","0","경희궁파크팰리스","103.77","202405","10","148,000","-","14","개인","개인","2003","사직로8길 20","-","중개거래","서울 종로구","-"
"16","서울특별시 종로구 수송동","85","85","0","로얄팰리스스위트","40.07","202405","21","35,000","로얄팰리스스위트","14","개인","법인","2005","율곡로2길 7","-","중개거래","서울 종로구","24.05.24"
"17","서울특별시 종로구 익선동","55","55","0","현대뜨레비앙","46.64","202405","16","39,000","현대뜨레비앙","3","개인","개인","2003","돈화문로11가길 59","-","중개거래","서울 종로구","24.05.28"
"18","서울특별시 종로구 연건동","195-10","195","10","이화에수풀","16.98","202405","24","18,000","-","4","법인","개인","2014","대학로 47","-","중개거래","서울 종로구","-"
"19","서울특별시 종로구 명륜1가","19","19","0","렉스빌","135.79","202405","8","120,000","-","4","개인","개인","2006","혜화로3가길 30","-","중개거래","서울 종로구","-"
"20","서울특별시 종로구 명륜2가","4","4","0","아남1","84.9","202405","7","118,000","-","15","개인","개인","1995","창경궁로 265","-","중개거래","서울 강남구, 서울 종로구","-"
"21","서울특별시 종로구 창신동","703","703","0","창신쌍용2","64.66","202405","10","60,000","-","9","개인","개인","1993","낙산길 198","-","중개거래","서울 종로구","-"
"22","서울특별시 종로구 창신동","703","703","0","창신쌍용2","106.62","202405","13","80,500","-","8","개인","개인","1993","낙산길 198","-","중개거래","서울 종로구","-"
"23","서울특별시 종로구 창신동","703","703","0","창신쌍용2","64.66","202405","13","58,000","-","3","개인","개인","1993","낙산길 198","-","중개거래","서울 성북구, 서울 종로구","-"
"24","서울특별시 종로구 창신동","639-50","639","50","덕산","59.28","202405","14","34,100","-","2","개인","개인","1999","창신9길 14","-","직거래","-","24.05.20"
"25","서울특별시 종로구 창신동","703","703","0","창신쌍용2","54.7","202405","14","55,000","-","3","개인","개인","1993","낙산길 198","-","중개거래","광주 광산구, 서울 종로구","-"
"26","서울특별시 종로구 창신동","232","232","0","두산","59.95","202405","18","90,000","-","11","개인","개인","1999","지봉로5길 7","-","중개거래","서울 종로구","-"
"27","서울특별시 종로구 창신동","232","232","0","두산","84.9","202405","20","109,500","-","5","개인","개인","1999","지봉로5길 7","-","중개거래","서울 종로구","-"
"28","서울특별시 종로구 창신동","703","703","0","창신쌍용2","54.7","202405","25","53,000","-","1","개인","개인","1993","낙산길 198","-","중개거래","서울 종로구","-"
"29","서울특별시 종로구 창신동","703","703","0","창신쌍용2","79.87","202405","28","68,000","-","6","개인","개인","1993","낙산길 198","-","중개거래","서울 동대문구","-"
"30","서울특별시 종로구 창신동","703","703","0","창신쌍용2","64.66","202405","28","60,000","-","3","개인","개인","1993","낙산길 198","-","중개거래","서울 동대문구","-"
"31","서울특별시 종로구 숭인동","766","766","0","종로청계힐스테이트","84.9478","202405","11","100,600","-","7","개인","개인","2009","숭인동길 21","-","중개거래","서울 종로구","-"
"32","서울특별시 종로구 숭인동","766","766","0","종로청계힐스테이트","84.9478","202405","14","105,000","-","18","개인","개인","2009","숭인동길 21","20240514","중개거래","서울 종로구","-"
"33","서울특별시 종로구 숭인동","766","766","0","종로청계힐스테이트","84.9478","202405","25","102,000","-","18","개인","개인","2009","숭인동길 21","-","중개거래","서울 종로구","-"
"34","서울특별시 종로구 평동","233","233","0","경희궁자이(3단지)","59.9425","202405","7","155,000","-","2","개인","개인","2017","경교장길 35","-","중개거래","서울 종로구","-"
"35","서울특별시 종로구 평동","233","233","0","경희궁자이(3단지)","59.8547","202405","11","158,000","-","17","개인","개인","2017","경교장길 35","-","중개거래","서울 종로구","-"
"36","서울특별시 종로구 홍파동","199","199","0","경희궁자이(2단지)","59.8547","202405","7","164,000","204","18","개인","개인","2017","송월길 99","-","중개거래","서울 종로구","24.05.20"
"37","서울특별시 종로구 홍파동","199","199","0","경희궁자이(2단지)","84.8359","202405","14","198,000","-","17","개인","개인","2017","송월길 99","-","중개거래","서울 종로구","-"
"38","서울특별시 종로구 홍파동","199","199","0","경희궁자이(2단지)","59.8547","202405","19","162,000","-","7","개인","개인","2017","송월길 99","-","중개거래","서울 종로구","-"
"39","서울특별시 종로구 홍파동","199","199","0","경희궁자이(2단지)","84.8359","202405","20","170,000","-","12","개인","개인","2017","송월길 99","20240524","중개거래","경기 수원시장안구","-"
"40","서울특별시 종로구 홍파동","199","199","0","경희궁자이(2단지)","138.6533","202405","23","315,000","-","2","개인","개인","2017","송월길 99","-","중개거래","서울 마포구","-"
"41","서울특별시 종로구 홍파동","199","199","0","경희궁자이(2단지)","84.9443","202405","30","215,000","-","20","개인","개인","2017","송월길 99","-","중개거래","서울 종로구","-"
"42","서울특별시 종로구 교북동","126","126","0","경희궁자이(4단지)","45.879","202405","13","107,000","-","16","개인","개인","2017","송월길 155","-","중개거래","서울 서대문구, 서울 종로구","-"
"43","서울특별시 종로구 무악동","89","89","0","경희궁롯데캐슬","84.8792","202405","9","140,000","-","2","개인","개인","2019","통일로 230","-","중개거래","서울 종로구","-"
"44","서울특별시 종로구 무악동","60","60","0","인왕산아이파크","114.931","202405","11","158,500","-","10","개인","개인","2008","통일로18길 9","-","중개거래","서울 종로구","-"
"45","서울특별시 종로구 무악동","82","82","0","현대","60","202405","18","91,990","-","8","개인","개인","2000","통일로 246-9","-","중개거래","서울 종로구","-"
"46","서울특별시 중구 회현동1가","206","206","0","SK리더스뷰남산","205.62","202405","18","248,000","-","15","개인","개인","2010","퇴계로 72","-","중개거래","서울 도봉구, 서울 중구","-"
"47","서울특별시 중구 충무로4가","306","306","0","남산센트럴자이","160.505","202405","21","235,000","남산센트럴 자이","30","개인","개인","2009","퇴계로 235","-","직거래","-","24.05.23"
"48","서울특별시 중구 장충동2가","193-29","193","29","장충","31.24","202405","28","12,000","-","3","개인","개인","1981","동호로25길 36","-","중개거래","서울 중구","24.05.29"
"49","서울특별시 중구 신당동","844","844","0","남산타운","59.94","202405","7","95,500","-","4","개인","개인","2002","다산로 32","-","중개거래","서울 중구","-"
"50","서울특별시 중구 신당동","844","844","0","남산타운","84.88","202405","8","124,000","-","8","개인","법인","2002","다산로 32","-","중개거래","서울 중구","-"
"51","서울특별시 중구 신당동","842","842","0","약수하이츠","84.88","202405","9","118,500","-","14","개인","개인","1999","동호로10길 30","-","중개거래","서울 중구","-"
"52","서울특별시 중구 신당동","851","851","0","래미안하이베르","59.95","202405","9","103,500","-","11","개인","개인","2011","퇴계로90길 74","-","중개거래","서울 성동구","-"
"53","서울특별시 중구 신당동","842","842","0","약수하이츠","84.88","202405","10","131,500","-","11","개인","개인","1999","동호로10길 30","-","중개거래","서울 중구","-"
"54","서울특별시 중구 신당동","842","842","0","약수하이츠","114.92","202405","10","156,000","-","11","개인","개인","1999","동호로10길 30","-","중개거래","서울 중구","-"
"55","서울특별시 중구 신당동","842","842","0","약수하이츠","57.63","202405","11","80,000","-","3","개인","개인","1999","동호로10길 30","-","중개거래","서울 중구","-"
"56","서울특별시 중구 신당동","851","851","0","래미안하이베르","59.95","202405","11","101,000","-","5","개인","개인","2011","퇴계로90길 74","-","중개거래","서울 성동구","-"
"57","서울특별시 중구 신당동","844","844","0","남산타운","84.88","202405","12","122,000","-","6","개인","개인","2002","다산로 32","-","중개거래","서울 중구","-"
"58","서울특별시 중구 신당동","432-502","432","502","인성아트빌","59.6","202405","16","14,000","-","2","개인","개인","2001","동호로11마길 20-7","-","중개거래","서울 용산구","24.05.23"
"59","서울특별시 중구 신당동","844","844","0","남산타운","84.88","202405","17","80,000","26","2","개인","개인","2002","다산로 32","-","직거래","-","24.05.31"
"60","서울특별시 중구 신당동","856","856","0","신당KCC스위첸","72.9906","202405","18","107,500","103","1","개인","개인","2019","난계로 130","-","중개거래","서울 성동구","24.05.29"
"61","서울특별시 중구 신당동","432-904","432","904","(432-904)","56.66","202405","21","21,900","-","5","개인","개인","2001","동호로11마길 20-8","-","중개거래","서울 중구","-"
"62","서울특별시 중구 신당동","850","850","0","신당푸르지오","84.39","202405","24","111,500","-","5","개인","개인","2005","다산로36길 110","-","중개거래","서울 중구","-"
"63","서울특별시 중구 신당동","849","849","0","삼성홈타운","52.59","202405","24","59,900","-","2","개인","개인","2004","다산로42가길 43","-","중개거래","서울 중구","-"
"64","서울특별시 중구 신당동","851","851","0","래미안하이베르","84.85","202405","27","119,000","-","11","개인","개인","2011","퇴계로90길 74","-","중개거래","서울 성동구","-"
"65","서울특별시 중구 황학동","846","846","0","신당블루카운티","59.56","202405","11","60,500","-","9","개인","개인","2016","난계로11길 22","-","중개거래","서울 중구","-"
"66","서울특별시 중구 황학동","787","787","0","한양I-Class","16.37","202405","23","12,500","-","14","개인","개인","2013","난계로 173","-","직거래","-","24.05.23"
"67","서울특별시 중구 황학동","819","819","0","DUO302","15.97","202405","24","15,000","-","15","개인","개인","2014","난계로 169","-","중개거래","서울 중구","24.05.28"
"68","서울특별시 중구 황학동","2545","2545","0","롯데캐슬","84.97","202405","28","98,000","-","21","개인","개인","2008","청계천로 400","-","중개거래","서울 중구","-"
"69","서울특별시 중구 황학동","2545","2545","0","롯데캐슬","84.89","202405","30","100,000","101","19","개인","개인","2008","청계천로 400","-","직거래","-","24.05.30"
"70","서울특별시 중구 정동","37","37","0","삼정아트테라스정동","32.0134","202405","19","49,000","-","2","개인","개인","2020","서소문로 89-20","-","중개거래","서울 중구","-"
"71","서울특별시 중구 정동","37","37","0","삼정아트테라스정동","17.7034","202405","29","37,800","-","7","개인","개인","2020","서소문로 89-20","-","중개거래","서울 중구","-"
"72","서울특별시 중구 중림동","200","200","0","삼성사이버빌리지","84.93","202405","14","130,000","-","14","개인","개인","2001","중림로 10","-","중개거래","서울 중구","-"
"73","서울특별시 중구 중림동","200","200","0","삼성사이버빌리지","59.7","202405","16","110,000","107","9","법인","개인","2001","중림로 10","-","중개거래","서울 종로구","24.05.20"
"74","서울특별시 중구 만리동1가","231","231","0","LIG서울역리가","84.9866","202405","8","137,500","102","11","개인","개인","2012","만리재로33길 21","-","중개거래","서울 중구","24.05.23"
"75","서울특별시 중구 만리동2가","273","273","0","서울역센트럴자이","84.972","202405","11","164,500","-","9","개인","개인","2017","만리재로 175","-","중개거래","서울 중구","-"
"76","서울특별시 중구 만리동2가","273","273","0","서울역센트럴자이","59.943","202405","13","135,000","-","12","개인","개인","2017","만리재로 175","-","중개거래","서울 중구","-"
"77","서울특별시 용산구 산천동","193","193","0","리버힐삼성","59.55","202405","10","101,000","-","10","개인","개인","2001","효창원로 17","-","중개거래","서울 용산구","-"
"78","서울특별시 용산구 산천동","204","204","0","한강타운","59.69","202405","11","78,250","-","5","개인","개인","2001","새창로8길 157","-","중개거래","서울 마포구","-"
"79","서울특별시 용산구 산천동","193","193","0","리버힐삼성","114.48","202405","18","142,000","-","6","개인","개인","2001","효창원로 17","-","중개거래","서울 용산구","-"
"80","서울특별시 용산구 산천동","204","204","0","한강타운","59.69","202405","25","82,000","-","7","개인","개인","2001","새창로8길 157","-","중개거래","서울 마포구, 서울 용산구","-"
"81","서울특별시 용산구 산천동","193","193","0","리버힐삼성","59.55","202405","31","105,000","-","15","개인","개인","2001","효창원로 17","-","중개거래","서울 용산구","-"
"82","서울특별시 용산구 도원동","23","23","0","삼성래미안","59.94","202405","11","107,900","-","7","개인","개인","2001","새창로 70","-","중개거래","서울 용산구","-"
"83","서울특별시 용산구 신계동","48","48","0","용산e편한세상","124.08","202405","12","225,000","-","16","개인","개인","2011","원효로 216","-","중개거래","서울 용산구","-"
"84","서울특별시 용산구 한강로2가","417","417","0","용산파크e-편한세상","113.31","202405","11","185,000","-","28","개인","개인","2007","한강대로53길 16","-","중개거래","서울 용산구","-"
"85","서울특별시 용산구 한강로2가","417","417","0","용산파크e-편한세상","84.67","202405","17","150,000","-","15","개인","개인","2007","한강대로53길 16","-","중개거래","서울 동작구, 서울 용산구","-"
"86","서울특별시 용산구 이촌동","422","422","0","북한강(성원)","59.55","202405","7","170,000","-","11","개인","개인","2001","이촌로2가길 66","-","중개거래","대전 중구, 서울 용산구","-"
"87","서울특별시 용산구 이촌동","402","402","0","강촌","84.905","202405","8","150,000","-","17","개인","개인","1998","이촌로87길 13","-","중개거래","서울 용산구","-"
"88","서울특별시 용산구 이촌동","402","402","0","강촌","84.905","202405","10","179,000","101","3","개인","개인","1998","이촌로87길 13","-","중개거래","서울 성동구, 서울 용산구","24.05.30"
"89","서울특별시 용산구 이촌동","412","412","0","이촌코오롱(A)","84.78","202405","10","195,000","-","10","개인","개인","1999","이촌로87길 21","-","중개거래","서울 용산구","-"
"90","서울특별시 용산구 이촌동","415","415","0","한강(대우)","135.87","202405","10","245,000","-","19","개인","개인","2000","이촌로 181","-","중개거래","서울 용산구","-"
"91","서울특별시 용산구 이촌동","418","418","0","동부센트레빌","100.8","202405","14","228,000","103","23","개인","개인","2001","이촌로 174","-","중개거래","서울 용산구","24.05.31"
"92","서울특별시 용산구 이촌동","411","411","0","동아그린","84.82","202405","14","138,000","-","2","개인","개인","1999","이촌로 100-8","-","중개거래","서울 용산구","-"
"93","서울특별시 용산구 이촌동","412","412","0","이촌코오롱(A)","59.82","202405","15","149,500","-","4","개인","개인","1999","이촌로87길 21","-","중개거래","서울 용산구","-"
"94","서울특별시 용산구 이촌동","399-1","399","1","우성","58.2","202405","16","139,000","-","17","개인","개인","1995","이촌로 193","-","중개거래","서울 용산구","-"
"95","서울특별시 용산구 이촌동","436","436","0","래미안첼리투스","124.02","202405","17","397,000","-","2","개인","개인","2015","이촌로 310","-","중개거래","서울 용산구","-"
"96","서울특별시 용산구 이촌동","411","411","0","동아그린","84.82","202405","17","137,000","-","3","개인","개인","1999","이촌로 100-8","-","중개거래","서울 용산구","-"
"97","서울특별시 용산구 이촌동","404","404","0","한가람","59.88","202405","17","154,000","-","3","개인","개인","1998","이촌로69길 30","-","중개거래","서울 용산구","-"
"98","서울특별시 용산구 이촌동","402","402","0","강촌","84.77","202405","18","190,000","-","7","개인","개인","1998","이촌로87길 13","-","중개거래","서울 용산구","-"
"99","서울특별시 용산구 이촌동","415","415","0","한강(대우)","84.98","202405","20","185,000","-","4","개인","개인","2000","이촌로 181","-","중개거래","서울 용산구","-"
"100","서울특별시 용산구 이촌동","430","430","0","LG한강자이","203.12","202405","27","510,000","-","22","개인","개인","2003","이촌로64길 15","-","중개거래","서울 용산구, 서울 종로구","-"
"101","서울특별시 용산구 한남동","825","825","0","한남파라곤","82.624","202405","16","164,000","한남파라곤 101","4","개인","개인","2011","한남대로27길 52","-","중개거래","서울 용산구","24.05.28"
"102","서울특별시 용산구 한남동","27-2","27","2","형우베스트빌3차","237.05","202405","20","330,000","-","5","개인","개인","2000","독서당로 90","-","직거래","-","24.05.21"
"103","서울특별시 용산구 서빙고동","241-21","241","21","신동아","95.66","202405","9","250,000","-","10","개인","개인","1984","이촌로 347","-","중개거래","서울 용산구","-"
"104","서울특별시 용산구 서빙고동","296","296","0","금호베스트빌1","84.94","202405","11","139,000","-","2","개인","개인","2002","서빙고로51길 68-14","-","중개거래","서울 서초구","-"
"105","서울특별시 성동구 하왕십리동","1070","1070","0","센트라스","59.59","202405","10","130,000","-","18","개인","개인","2016","왕십리로 410","-","중개거래","서울 성동구","-"
"106","서울특별시 성동구 상왕십리동","811","811","0","텐즈힐(2단지)","84.92","202405","12","144,700","-","6","개인","개인","2014","마장로 137","-","중개거래","서울 성동구","-"
"107","서울특별시 성동구 상왕십리동","811","811","0","텐즈힐(2단지)","59.96","202405","16","122,000","-","7","개인","개인","2014","마장로 137","-","중개거래","서울 동대문구, 서울 성동구","-"
"108","서울특별시 성동구 상왕십리동","811","811","0","텐즈힐(2단지)","84.92","202405","21","149,500","-","9","개인","개인","2014","마장로 137","-","중개거래","서울 성동구","-"
"109","서울특별시 성동구 상왕십리동","811","811","0","텐즈힐(2단지)","59.96","202405","29","127,800","-","9","개인","개인","2014","마장로 137","-","중개거래","서울 강동구, 서울 성동구","-"
"110","서울특별시 성동구 상왕십리동","811","811","0","텐즈힐(2단지)","59.96","202406","1","126,000","-","9","개인","개인","2014","마장로 137","-","중개거래","서울 성동구","-"
"111","서울특별시 성동구 하왕십리동","1070","1070","0","센트라스","59.99","202405","7","115,000","-","4","개인","개인","2016","왕십리로 410","-","중개거래","서울 성동구","-"
"112","서울특별시 성동구 하왕십리동","1070","1070","0","센트라스","59.94","202405","7","139,000","-","8","개인","개인","2016","왕십리로 410","-","중개거래","서울 서초구, 서울 성동구","-"
"113","서울특별시 성동구 하왕십리동","1052","1052","0","금호베스트빌","59.79","202405","7","52,000","106","18","개인","개인","2001","난계로 114-31","-","직거래","-","24.05.24"
"114","서울특별시 성동구 하왕십리동","1061","1061","0","왕십리풍림아이원","114.928","202405","8","129,000","-","16","개인","개인","2004","난계로 84","-","중개거래","서울 성동구","-"
"115","서울특별시 성동구 하왕십리동","1066","1066","0","텐즈힐(1단지)","84.97","202405","9","150,000","-","2","개인","개인","2015","무학로 33","-","중개거래","서울 성동구","-"
"116","서울특별시 성동구 하왕십리동","1070","1070","0","센트라스","40.94","202405","9","84,000","-","9","개인","개인","2016","왕십리로 410","-","중개거래","서울 성동구","-"
"117","서울특별시 성동구 하왕십리동","1071","1071","0","왕십리자이","84.99","202405","9","123,500","-","2","개인","개인","2017","난계로 100","-","중개거래","서울 성동구","-"
"118","서울특별시 성동구 하왕십리동","1070","1070","0","센트라스","84.96","202405","10","167,000","-","17","개인","개인","2016","왕십리로 410","-","중개거래","서울 강남구, 서울 성동구","-"
"119","서울특별시 성동구 하왕십리동","1071","1071","0","왕십리자이","84.99","202405","10","128,500","-","7","개인","개인","2017","난계로 100","-","중개거래","서울 성동구","-"
"120","서울특별시 성동구 하왕십리동","1066","1066","0","텐즈힐(1단지)","84.88","202405","11","150,000","-","3","개인","개인","2015","무학로 33","-","중개거래","서울 성동구","-"
"121","서울특별시 성동구 하왕십리동","1070","1070","0","센트라스","115.99","202405","11","203,000","-","6","개인","개인","2016","왕십리로 410","-","중개거래","서울 성동구","-"
"122","서울특별시 성동구 하왕십리동","1070","1070","0","센트라스","40.94","202405","11","86,500","-","19","개인","개인","2016","왕십리로 410","-","중개거래","서울 성동구","-"
"123","서울특별시 성동구 하왕십리동","1070","1070","0","센트라스","84.98","202405","11","178,000","-","20","개인","개인","2016","왕십리로 410","-","중개거래","서울 성동구","-"
"124","서울특별시 성동구 하왕십리동","990","990","0","한신무학","62.41","202405","11","80,000","-","14","개인","개인","1989","왕십리로31나길 22","-","중개거래","서울 성동구","-"
"125","서울특별시 성동구 하왕십리동","1002","1002","0","왕십리KCC스위첸","84.897","202405","15","114,000","-","10","개인","개인","2016","무학봉길 35","-","중개거래","서울 성동구","-"
"126","서울특별시 성동구 하왕십리동","1061","1061","0","왕십리풍림아이원","59.936","202405","15","92,000","-","15","개인","개인","2004","난계로 84","-","중개거래","서울 성동구","-"
"127","서울특별시 성동구 하왕십리동","1071","1071","0","왕십리자이","51.94","202405","17","90,000","-","6","개인","개인","2017","난계로 100","-","중개거래","서울 성동구","-"
"128","서울특별시 성동구 하왕십리동","1070","1070","0","센트라스","59.93","202405","18","134,000","-","25","개인","개인","2016","왕십리로 410","-","중개거래","서울 성동구","-"
"129","서울특별시 성동구 하왕십리동","1071","1071","0","왕십리자이","59.99","202405","18","115,000","-","9","개인","개인","2017","난계로 100","-","중개거래","서울 성동구","-"
"130","서울특별시 성동구 하왕십리동","1070","1070","0","센트라스","84.77","202405","20","170,000","-","12","개인","개인","2016","왕십리로 410","-","중개거래","서울 성동구","-"
"131","서울특별시 성동구 하왕십리동","966-18","966","18","상리제나우스","12.84","202405","22","13,250","-","6","기타","개인","2013","무학봉28길 5","-","중개거래","서울 성동구","-"
"132","서울특별시 성동구 하왕십리동","1071","1071","0","왕십리자이","51.91","202405","23","89,000","-","2","개인","개인","2017","난계로 100","-","중개거래","서울 성동구","-"
"133","서울특별시 성동구 하왕십리동","1066","1066","0","텐즈힐(1단지)","148.8","202405","24","205,000","111","18","개인","개인","2015","무학로 33","-","직거래","-","24.05.24"
"134","서울특별시 성동구 하왕십리동","1002","1002","0","왕십리KCC스위첸","59.851","202405","24","95,000","-","12","개인","개인","2016","무학봉길 35","-","중개거래","서울 성동구","-"
"135","서울특별시 성동구 하왕십리동","1002","1002","0","왕십리KCC스위첸","84.897","202405","25","117,500","-","13","개인","개인","2016","무학봉길 35","20240603","중개거래","서울 성동구","-"
"136","서울특별시 성동구 하왕십리동","1002","1002","0","왕십리KCC스위첸","84.897","202405","25","117,500","-","13","개인","개인","2016","무학봉길 35","-","중개거래","서울 성동구","-"
"137","서울특별시 성동구 하왕십리동","1058","1058","0","극동미라주","84.33","202405","26","91,000","-","13","개인","개인","2001","난계로 73","-","중개거래","서울 성동구","-"
"138","서울특별시 성동구 하왕십리동","1071","1071","0","왕십리자이","59.99","202405","27","114,000","-","13","개인","개인","2017","난계로 100","-","중개거래","서울 성동구","-"
"139","서울특별시 성동구 하왕십리동","1070","1070","0","센트라스","59.94","202405","28","132,000","-","11","개인","개인","2016","왕십리로 410","-","중개거래","서울 성동구","-"
"140","서울특별시 성동구 하왕십리동","1002","1002","0","왕십리KCC스위첸","84.89","202406","4","119,000","-","11","개인","개인","2016","무학봉길 35","-","중개거래","서울 성동구","-"
"141","서울특별시 성동구 마장동","817","817","0","삼성","59.76","202405","23","89,000","-","12","개인","개인","1996","마장로 271","-","중개거래","서울 성동구","-"
"142","서울특별시 성동구 마장동","825","825","0","대성유니드","59.7","202405","25","86,500","-","4","개인","개인","2004","마장로37길 7","-","중개거래","서울 성동구","-"
"143","서울특별시 성동구 사근동","199","199","0","중앙하이츠","71.85","202405","11","69,000","-","11","개인","개인","1989","사근동길 65","-","중개거래","서울 성동구","-"
"144","서울특별시 성동구 행당동","347","347","0","대림e-편한세상","114.94","202405","7","133,000","-","15","개인","개인","2000","행당로 79","-","중개거래","서울 동대문구, 서울 성동구","-"
"145","서울특별시 성동구 행당동","346","346","0","행당한진타운","59.96","202405","7","102,000","-","22","개인","개인","2000","행당로 82","-","중개거래","대구 서구, 서울 성동구","-"
"146","서울특별시 성동구 행당동","346","346","0","행당한진타운","59.96","202405","8","99,000","-","22","개인","개인","2000","행당로 82","-","중개거래","서울 성동구","-"
"147","서울특별시 성동구 행당동","346","346","0","행당한진타운","59.96","202405","8","105,500","-","21","개인","개인","2000","행당로 82","-","중개거래","서울 성동구","-"
"148","서울특별시 성동구 행당동","346","346","0","행당한진타운","84.71","202405","9","125,000","-","15","개인","개인","2000","행당로 82","-","중개거래","서울 성동구","-"
"149","서울특별시 성동구 행당동","346","346","0","행당한진타운","114.62","202405","9","134,000","-","11","개인","개인","2000","행당로 82","-","중개거래","서울 성동구","-"
"150","서울특별시 성동구 행당동","346","346","0","행당한진타운","84.71","202405","10","126,000","-","10","개인","개인","2000","행당로 82","-","중개거래","서울 성동구","-"
"151","서울특별시 성동구 행당동","377","377","0","서울숲더샵","92.24","202405","11","167,000","-","12","개인","개인","2014","왕십리로 241","-","중개거래","서울 성동구","-"
"152","서울특별시 성동구 행당동","347","347","0","대림e-편한세상","59.96","202405","11","100,750","-","12","개인","개인","2000","행당로 79","-","중개거래","서울 성동구","-"
"153","서울특별시 성동구 행당동","147","147","0","서울숲삼부아파트","84.09","202405","11","150,000","-","5","개인","개인","1998","왕십리로 280","-","중개거래","서울 성동구","-"
"154","서울특별시 성동구 행당동","346","346","0","행당한진타운","114.62","202405","11","139,000","-","17","개인","개인","2000","행당로 82","-","중개거래","서울 강남구","-"
"155","서울특별시 성동구 행당동","147","147","0","서울숲삼부아파트","84.09","202405","12","150,000","-","9","개인","개인","1998","왕십리로 280","-","중개거래","서울 성동구","-"
"156","서울특별시 성동구 행당동","349","349","0","서울숲 한신 더 휴","59.91","202405","12","96,000","-","1","개인","개인","2003","고산자로 164","-","중개거래","서울 성동구","-"
"157","서울특별시 성동구 행당동","347","347","0","대림e-편한세상","114.94","202405","13","129,000","-","3","개인","개인","2000","행당로 79","-","중개거래","서울 성동구","-"
"158","서울특별시 성동구 행당동","346","346","0","행당한진타운","84.71","202405","13","119,000","101","22","개인","개인","2000","행당로 82","-","중개거래","서울 성동구","24.05.14"
"159","서울특별시 성동구 행당동","346","346","0","행당한진타운","114.62","202405","14","148,000","-","17","개인","개인","2000","행당로 82","-","중개거래","서울 성동구","-"
"160","서울특별시 성동구 행당동","346","346","0","행당한진타운","84.71","202405","14","125,000","-","11","개인","개인","2000","행당로 82","-","중개거래","서울 성동구","-"
"161","서울특별시 성동구 행당동","346","346","0","행당한진타운","114.62","202405","14","139,000","-","7","개인","개인","2000","행당로 82","-","중개거래","서울 성동구","-"
"162","서울특별시 성동구 행당동","346","346","0","행당한진타운","84.71","202405","14","126,300","-","10","개인","개인","2000","행당로 82","-","중개거래","서울 성동구","-"
"163","서울특별시 성동구 행당동","375","375","0","행당두산위브","59.99","202405","15","110,000","-","6","개인","개인","2009","행당로8길 8","-","중개거래","서울 성동구","-"
"164","서울특별시 성동구 행당동","380","380","0","서울숲리버뷰자이","84.96","202405","15","170,000","-","3","개인","개인","2018","고산자로2길 65","-","중개거래","서울 성동구","-"
"165","서울특별시 성동구 행당동","346","346","0","행당한진타운","84.71","202405","15","120,000","-","2","개인","개인","2000","행당로 82","-","중개거래","서울 성동구","-"
