"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"1313","서울특별시 양천구 목동","936","936","0","진도2","84.75","202405","18","144,000","-","10","개인","개인","1999","목동동로 250","-","중개거래","서울 양천구","-"
"1314","서울특별시 양천구 목동","901","901","0","목동신시가지1","47.52","202405","24","120,500","-","3","개인","개인","1985","목동서로 38","-","중개거래","서울 양천구","-"
"1315","서울특별시 양천구 목동","932","932","0","목동현대1","59.9","202405","25","115,000","-","5","개인","개인","1997","목동동로 240","-","중개거래","서울 양천구","-"
"1316","서울특별시 양천구 목동","724-2","724","2","동구햇살아파트","97.06","202405","27","64,000","101","8","개인","개인","2003","목동중앙남로 51-18","-","직거래","-","24.05.31"
"1317","서울특별시 양천구 목동","925","925","0","목동신시가지7","66.6","202405","29","178,000","-","15","개인","개인","1988","목동로 212","-","중개거래","서울 양천구","-"
"1318","서울특별시 양천구 목동","932","932","0","목동현대1","59.9","202405","31","115,000","-","7","개인","개인","1997","목동동로 240","-","중개거래","서울 양천구","-"
"1319","서울특별시 양천구 목동","929","929","0","목동청구한신아파트","84.77","202405","31","153,000","-","4","개인","개인","1997","목동서로2길 22","-","중개거래","서울 양천구","-"
"1320","서울특별시 양천구 목동","904","904","0","목동신시가지4","95.27","202406","1","203,500","-","4","개인","개인","1986","목동서로 130","-","중개거래","서울 양천구","-"
"1321","서울특별시 양천구 목동","933","933","0","삼익","84.88","202406","1","137,000","-","11","개인","개인","1997","목동동로12길 45","-","중개거래","서울 양천구, 서울 은평구","-"
"1322","서울특별시 양천구 목동","903","903","0","목동신시가지3","64.98","202406","4","155,000","-","14","개인","개인","1986","목동서로 100","-","중개거래","서울 강서구, 서울 양천구","-"
"1323","서울특별시 양천구 신월동","1040","1040","0","신월2차미소지움","83.47","202405","8","68,000","-","10","개인","개인","2005","오목로10길 7-8","-","중개거래","서울 양천구","-"
"1324","서울특별시 양천구 신월동","1033","1033","0","대성유니드","84.3","202405","10","69,500","-","14","개인","개인","2004","신월로15길 21","-","중개거래","서울 양천구","-"
"1325","서울특별시 양천구 신월동","987-1","987","1","신월시영","43.2","202405","10","39,800","-","1","개인","개인","1988","신월로 99","20240604","중개거래","서울 양천구","-"
"1326","서울특별시 양천구 신월동","987-1","987","1","신월시영","43.2","202405","10","39,800","-","1","개인","개인","1988","신월로 99","-","중개거래","서울 양천구","-"
"1327","서울특별시 양천구 신월동","591-1","591","1","신안약수","68","202405","10","57,300","-","5","개인","개인","1985","중앙로29길 55","-","중개거래","서울 양천구","-"
"1328","서울특별시 양천구 신월동","1057-1","1057","1","롯데캐슬(1057-1)","84.41","202405","11","75,500","-","8","개인","개인","2010","오목로5길 20","-","중개거래","서울 양천구","-"
"1329","서울특별시 양천구 신월동","1057-1","1057","1","롯데캐슬(1057-1)","84.63","202405","11","85,500","-","11","개인","개인","2010","오목로5길 20","-","중개거래","서울 양천구","-"
"1330","서울특별시 양천구 신월동","591-1","591","1","신안약수","68","202405","11","57,000","-","7","개인","개인","1985","중앙로29길 55","-","중개거래","서울 양천구","-"
"1331","서울특별시 양천구 신월동","350-2","350","2","신안파크","56.78","202405","12","35,000","-","4","개인","개인","1988","지양로15길 20","-","중개거래","서울 양천구","-"
"1332","서울특별시 양천구 신월동","1028","1028","0","대주파크빌","84.89","202405","14","71,000","-","5","개인","개인","2004","남부순환로85길 16","-","중개거래","서울 양천구","-"
"1333","서울특별시 양천구 신월동","1031","1031","0","신도브래뉴2차","84.4","202405","14","62,000","-","7","개인","개인","2004","화곡로3길 34","-","중개거래","서울 양천구","-"
"1334","서울특별시 양천구 신월동","416-1","416","1","보람쉬움1","58.15","202405","14","51,500","-","13","개인","개인","2003","남부순환로67길 15","-","중개거래","서울 양천구","-"
"1335","서울특별시 양천구 신월동","1041","1041","0","삼정그린뷰","72.72","202405","15","60,000","-","12","개인","개인","2005","오목로3길 17","-","중개거래","서울 양천구","-"
"1336","서울특별시 양천구 신월동","1057","1057","0","롯데캐슬(1057-0)","84.94","202405","15","85,000","-","11","개인","개인","2010","오목로5길 19","-","중개거래","서울 양천구","-"
"1337","서울특별시 양천구 신월동","1055","1055","0","신정두산위브","59.78","202405","15","77,000","-","9","개인","개인","2012","신월로20길 7","-","중개거래","서울 양천구","-"
"1338","서울특별시 양천구 신월동","1078","1078","0","목동센트럴아이파크위브4단지","84.97","202405","15","106,000","-","5","개인","개인","2020","남부순환로83길 47","-","중개거래","서울 양천구","-"
"1339","서울특별시 양천구 신월동","987-1","987","1","신월시영","59.49","202405","15","56,400","-","1","개인","개인","1988","신월로 99","-","중개거래","서울 양천구","-"
"1340","서울특별시 양천구 신월동","446-2","446","2","청솔","59.31","202405","15","40,500","-","3","개인","개인","2001","월정로 50","-","중개거래","서울 양천구","-"
"1341","서울특별시 양천구 신월동","512-8","512","8","스카이캐슬아파트(512-8)","52.82","202405","16","40,000","-","8","개인","개인","2020","신월로 201","-","직거래","-","24.05.16"
"1342","서울특별시 양천구 신월동","1076","1076","0","목동센트럴아이파크위브2단지","84.97","202405","16","102,800","-","17","개인","개인","2020","남부순환로83길 18","-","중개거래","서울 양천구","-"
"1343","서울특별시 양천구 신월동","987-1","987","1","신월시영","50.67","202405","16","53,000","-","4","개인","개인","1988","신월로 99","-","중개거래","서울 구로구, 서울 양천구","-"
"1344","서울특별시 양천구 신월동","142-14","142","14","금하뜨라네","84.78","202405","17","45,500","-","3","개인","개인","2016","가로공원로56길 10","-","중개거래","서울 양천구","-"
"1345","서울특별시 양천구 신월동","491-1","491","1","신월대림","84.99","202405","17","64,700","-","14","개인","개인","2001","오목로13길 7","-","중개거래","서울 양천구","-"
"1346","서울특별시 양천구 신월동","1076","1076","0","목동센트럴아이파크위브2단지","59.68","202405","18","89,000","-","10","개인","개인","2020","남부순환로83길 18","-","중개거래","서울 양천구","-"
"1347","서울특별시 양천구 신월동","1030","1030","0","방주기픈샘","80.395","202405","21","35,000","-","7","개인","개인","2004","월정로8길 8","-","직거래","-","-"
"1348","서울특별시 양천구 신월동","197-2","197","2","코아루1단지","84.95","202405","22","55,500","-","9","개인","개인","2009","남부순환로56길 9","-","중개거래","서울 강서구, 서울 마포구","-"
"1349","서울특별시 양천구 신월동","1075","1075","0","목동센트럴아이파크위브1단지","59.68","202405","22","92,800","-","15","개인","개인","2020","남부순환로83길 17","-","중개거래","서울 양천구","-"
"1350","서울특별시 양천구 신월동","517-6","517","6","서울","66.42","202405","23","28,500","-","1","개인","개인","1993","오목로 36","-","중개거래","서울 양천구","-"
"1351","서울특별시 양천구 신월동","1075","1075","0","목동센트럴아이파크위브1단지","84.97","202405","25","100,000","-","2","개인","개인","2020","남부순환로83길 17","-","중개거래","서울 양천구","-"
"1352","서울특별시 양천구 신월동","1075","1075","0","목동센트럴아이파크위브1단지","59.68","202405","27","90,000","-","9","개인","개인","2020","남부순환로83길 17","-","중개거래","서울 양천구","-"
"1353","서울특별시 양천구 신월동","1076","1076","0","목동센트럴아이파크위브2단지","52.85","202405","29","67,800","210","8","개인","개인","2020","남부순환로83길 18","-","중개거래","서울 양천구","24.05.31"
"1354","서울특별시 양천구 신월동","1029","1029","0","신도신월1차","65.2","202405","30","51,000","-","6","개인","개인","2004","신월로20길 33","-","중개거래","인천 남동구","-"
"1355","서울특별시 양천구 신월동","1076","1076","0","목동센트럴아이파크위브2단지","84.97","202406","1","101,000","-","10","개인","개인","2020","남부순환로83길 18","-","중개거래","서울 양천구","-"
"1356","서울특별시 양천구 신월동","1043","1043","0","길훈엔트런스빌","58.89","202406","5","41,000","-","10","개인","개인","2005","곰달래로11길 21","-","중개거래","서울 양천구","-"
"1357","서울특별시 강서구 염창동","268","268","0","관음삼성","59.96","202405","7","73,900","-","5","개인","개인","1997","양천로 656","-","중개거래","서울 강서구","-"
"1358","서울특별시 강서구 염창동","272-28","272","28","염창3우성","84.96","202405","7","78,000","-","1","개인","개인","1993","공항대로63길 14","-","중개거래","서울 강서구","-"
"1359","서울특별시 강서구 염창동","305","305","0","염창1차보람더하임","84.97","202405","8","100,000","-","12","개인","개인","2008","양천로 666","-","중개거래","서울 강서구","-"
"1360","서울특별시 강서구 염창동","272-28","272","28","염창3우성","84.96","202405","8","89,000","-","6","개인","개인","1993","공항대로63길 14","-","중개거래","서울 강서구, 서울 동작구","-"
"1361","서울특별시 강서구 염창동","308","308","0","강서쌍용예가","84.9025","202405","10","95,000","-","12","개인","개인","2014","양천로 613","-","중개거래","서울 강서구","-"
"1362","서울특별시 강서구 염창동","272-11","272","11","롯데캐슬","134.5767","202405","10","141,500","-","10","개인","개인","2005","공항대로65길 21","-","중개거래","서울 강서구","-"
"1363","서울특별시 강서구 염창동","292","292","0","동아","59.97","202405","11","70,500","-","12","개인","개인","1998","양천로69길 58","-","중개거래","서울 강서구","-"
"1364","서울특별시 강서구 염창동","299","299","0","강변힐스테이트","84.99","202405","11","109,000","-","5","개인","개인","2005","양천로75길 19","-","중개거래","서울 강서구","-"
"1365","서울특별시 강서구 염창동","299","299","0","강변힐스테이트","59.9","202405","11","97,500","-","13","개인","개인","2005","양천로75길 19","-","중개거래","서울 강서구","-"
"1366","서울특별시 강서구 염창동","299","299","0","강변힐스테이트","84.99","202405","11","106,000","-","1","개인","개인","2005","양천로75길 19","-","중개거래","서울 강서구","-"
"1367","서울특별시 강서구 염창동","300","300","0","강변한솔솔파크","84.97","202405","13","99,000","-","18","개인","개인","2005","양천로63길 38","-","중개거래","서울 강서구","-"
"1368","서울특별시 강서구 염창동","295","295","0","성원","59.91","202405","14","72,000","-","5","개인","법인","2001","양천로69길 65","-","중개거래","서울 강서구","-"
"1369","서울특별시 강서구 염창동","288","288","0","현대1","84.96","202405","14","75,250","-","1","개인","개인","1994","양천로75길 57","-","중개거래","서울 강서구","-"
"1370","서울특별시 강서구 염창동","301","301","0","염창3차보람","84.98","202405","14","80,000","-","5","개인","개인","2006","양천로71가길 21","-","중개거래","서울 강서구","-"
"1371","서울특별시 강서구 염창동","263","263","0","태진한솔","58.87","202405","16","66,800","-","4","개인","개인","1994","공항대로71길 54","-","중개거래","서울 강서구","-"
"1372","서울특별시 강서구 염창동","264-27","264","27","삼성한아름","84.89","202405","18","73,500","-","6","개인","개인","1993","양천로 686-5","-","중개거래","서울 강서구","-"
"1373","서울특별시 강서구 염창동","258-1","258","1","동아3","59.7","202405","19","76,200","-","16","개인","개인","1999","양천로 731","-","중개거래","서울 강서구","-"
"1374","서울특별시 강서구 염창동","295","295","0","성원","59.91","202405","22","70,000","-","13","개인","개인","2001","양천로69길 65","-","중개거래","서울 강서구","-"
"1375","서울특별시 강서구 염창동","309","309","0","e편한세상염창","84.9529","202405","22","129,500","-","17","개인","개인","2019","공항대로 583","-","중개거래","서울 강서구","-"
"1376","서울특별시 강서구 염창동","300","300","0","강변한솔솔파크","84.97","202405","29","93,800","-","18","개인","개인","2005","양천로63길 38","-","중개거래","서울 강서구","-"
"1377","서울특별시 강서구 등촌동","638","638","0","서광등촌마을아파트","59.67","202405","8","71,000","-","10","개인","개인","1999","공항대로45길 68-6","-","중개거래","서울 강서구","-"
"1378","서울특별시 강서구 등촌동","688","688","0","주공3","37.67","202405","9","52,000","-","7","개인","개인","1995","강서로56나길 37","-","중개거래","서울 강서구","-"
"1379","서울특별시 강서구 등촌동","634-2","634","2","한사랑2삼성","59.73","202405","10","69,000","-","14","개인","개인","1999","공항대로59길 64","-","중개거래","서울 강서구","-"
"1380","서울특별시 강서구 등촌동","726","726","0","가양역두산위브","59.98","202405","10","87,000","-","14","개인","개인","2022","공항대로45길 15","-","중개거래","서울 강서구","-"
"1381","서울특별시 강서구 등촌동","632-4","632","4","삼성한사랑1","59.69","202405","11","61,500","-","8","개인","개인","1997","양천로66길 6","-","중개거래","서울 강서구","-"
"1382","서울특별시 강서구 등촌동","688","688","0","주공3","58.14","202405","11","77,000","-","12","개인","개인","1995","강서로56나길 37","-","중개거래","서울 강서구","-"
"1383","서울특별시 강서구 등촌동","628-15","628","15","등촌라인(조합)","59.91","202405","14","68,000","-","10","개인","개인","1997","화곡로68길 33","-","중개거래","서울 강서구","-"
"1384","서울특별시 강서구 등촌동","715","715","0","등촌동아이파크","84.9958","202405","15","97,500","-","17","개인","개인","2004","등촌로 163","-","중개거래","서울 강서구","-"
"1385","서울특별시 강서구 등촌동","726","726","0","가양역두산위브","59.98","202405","19","85,000","-","9","개인","개인","2022","공항대로45길 15","-","중개거래","서울 양천구","-"
"1386","서울특별시 강서구 등촌동","635-6","635","6","나성","59.8224","202405","19","59,500","-","7","개인","개인","2003","화곡로66길 173","-","중개거래","서울 강서구","-"
"1387","서울특별시 강서구 등촌동","638","638","0","서광등촌마을아파트","84.93","202405","20","84,500","-","8","개인","개인","1999","공항대로45길 68-6","-","중개거래","서울 강서구","-"
"1388","서울특별시 강서구 등촌동","637-26","637","26","다울","83.286","202405","20","66,000","-","9","개인","개인","2002","양천로62길 38","-","중개거래","경기 김포시, 서울 강서구","-"
"1389","서울특별시 강서구 등촌동","632-4","632","4","삼성한사랑1","59.73","202405","21","62,000","-","8","개인","개인","1997","양천로66길 6","-","중개거래","서울 강서구","-"
"1390","서울특별시 강서구 등촌동","662-3","662","3","신송타워","59.97","202405","23","48,800","-","3","개인","개인","1997","화곡로63길 93","-","중개거래","서울 강서구, 서울 마포구","-"
"1391","서울특별시 강서구 등촌동","562-5","562","5","임광","59.34","202405","23","63,500","-","4","개인","개인","2000","등촌로 113","-","중개거래","서울 강서구","-"
"1392","서울특별시 강서구 등촌동","688","688","0","주공3","58.14","202405","23","75,500","-","14","개인","개인","1995","강서로56나길 37","-","중개거래","서울 강서구","-"
"1393","서울특별시 강서구 등촌동","562-5","562","5","임광","59.34","202405","25","58,500","-","17","개인","개인","2000","등촌로 113","-","중개거래","서울 양천구","-"
"1394","서울특별시 강서구 등촌동","641","641","0","신원","59.99","202405","28","53,500","-","2","개인","개인","1997","화곡로66길 50","-","중개거래","서울 강서구","-"
"1395","서울특별시 강서구 등촌동","518-7","518","7","보람하이빌","82.92","202406","4","35,000","-","1","개인","개인","2002","등촌로39길 63-31","-","직거래","-","-"
"1396","서울특별시 강서구 화곡동","980-21","980","21","강서아이파크","82.088","202405","7","61,000","-","15","개인","개인","2005","화곡로 296","-","중개거래","서울 강서구","-"
"1397","서울특별시 강서구 화곡동","1159","1159","0","우장산아이파크,이편한세상","114.98","202405","10","130,000","135","15","개인","개인","2008","강서로 266","-","중개거래","서울 강서구","24.05.20"
"1398","서울특별시 강서구 화곡동","1165","1165","0","강서힐스테이트","128.81","202405","10","139,500","-","3","개인","개인","2015","우현로 67","-","중개거래","서울 강서구","-"
"1399","서울특별시 강서구 화곡동","1159","1159","0","우장산아이파크,이편한세상","84.97","202405","11","118,500","-","12","개인","개인","2008","강서로 266","-","중개거래","서울 강서구","-"
"1400","서울특별시 강서구 화곡동","916-5","916","5","프라임하우스(916-5)","40.25","202405","11","24,800","-","6","개인","개인","2014","월정로20길 86-8","-","중개거래","서울 강서구","-"
"1401","서울특별시 강서구 화곡동","1165","1165","0","강서힐스테이트","84.99","202405","11","130,000","-","13","개인","개인","2015","우현로 67","-","중개거래","서울 강서구","-"
"1402","서울특별시 강서구 화곡동","980-21","980","21","강서아이파크","82.088","202405","13","60,000","-","8","개인","개인","2005","화곡로 296","-","중개거래","서울 강서구","-"
"1403","서울특별시 강서구 화곡동","915-26","915","26","한신베네스트아파트","57.67","202405","13","38,000","-","9","개인","개인","2012","강서로7길 79","-","중개거래","서울 강서구, 서울 양천구","-"
"1404","서울특별시 강서구 화곡동","1165","1165","0","강서힐스테이트","59.99","202405","15","100,000","-","14","개인","개인","2015","우현로 67","-","중개거래","서울 강서구","-"
"1405","서울특별시 강서구 화곡동","1165","1165","0","강서힐스테이트","84.99","202405","15","123,000","-","14","개인","개인","2015","우현로 67","-","중개거래","서울 강서구","-"
"1406","서울특별시 강서구 화곡동","1091","1091","0","화곡푸르지오","104.75","202405","16","103,000","-","2","개인","개인","2002","화곡로13길 107","-","중개거래","서울 강서구","-"
"1407","서울특별시 강서구 화곡동","1026-2","1026","2","덕현타워","69.76","202405","18","49,500","-","1","개인","개인","2003","화곡로31다길 21","-","중개거래","서울 강서구","-"
"1408","서울특별시 강서구 화곡동","166-20","166","20","수정","60.685","202405","20","21,000","-","3","개인","개인","2000","강서로18아길 22","-","중개거래","서울 강서구","-"
"1409","서울특별시 강서구 화곡동","361-1","361","1","대림e편한세상","84.84","202405","21","58,500","-","3","개인","개인","1992","월정로 160","-","중개거래","서울 양천구","-"
"1410","서울특별시 강서구 화곡동","981-1","981","1","서광프리메라","84.94","202405","21","57,800","-","9","개인","개인","2006","화곡로 292","-","중개거래","서울 강서구","-"
"1411","서울특별시 강서구 화곡동","955-9","955","9","근상프리즘(955-9)","77.92","202405","21","44,000","-","5","개인","기타","2003","까치산로24가길 10-3","-","직거래","-","-"
"1412","서울특별시 강서구 화곡동","894-1","894","1","산내들","26.19","202405","22","19,000","1","8","개인","개인","2012","곰달래로26길 12","-","중개거래","서울 강서구","24.06.03"
"1413","서울특별시 강서구 화곡동","351-89","351","89","중앙화곡하이츠","74.16","202405","23","50,000","-","4","개인","개인","1988","강서로17가길 46","-","중개거래","서울 강서구","-"
"1414","서울특별시 강서구 화곡동","1145","1145","0","우장산롯데캐슬","85","202405","23","97,000","-","23","개인","개인","2003","공항대로 382","-","중개거래","서울 강서구","-"
"1415","서울특별시 강서구 화곡동","926-3","926","3","메종드로제","57.3","202405","27","41,000","-","7","개인","개인","2019","곰달래로18길 33-21","-","중개거래","서울 강서구","-"
"1416","서울특별시 강서구 화곡동","1145","1145","0","우장산롯데캐슬","85","202405","28","101,000","-","12","개인","개인","2003","공항대로 382","-","중개거래","서울 강서구","-"
"1417","서울특별시 강서구 화곡동","921-18","921","18","동훈타마르(921-18)","59.79","202405","29","37,500","-","7","개인","개인","2011","곰달래로 70","-","중개거래","서울 강서구","-"
"1418","서울특별시 강서구 가양동","1485","1485","0","가양6단지","58.65","202405","9","82,600","-","11","개인","개인","1992","허준로 175","-","중개거래","서울 강서구","-"
"1419","서울특별시 강서구 가양동","1459","1459","0","동신대아","134.88","202405","10","120,000","-","4","개인","개인","1993","강서로 532","-","중개거래","서울 강서구","-"
"1420","서울특별시 강서구 가양동","1475","1475","0","강변","39.6","202405","11","60,000","-","8","개인","개인","1992","허준로 139","-","중개거래","서울 강서구","-"
"1421","서울특별시 강서구 가양동","1475","1475","0","강변","39.6","202405","13","58,000","-","13","개인","개인","1992","허준로 139","-","중개거래","서울 강서구","-"
"1422","서울특별시 강서구 가양동","1459","1459","0","동신대아","134.88","202405","13","141,000","-","14","개인","개인","1993","강서로 532","-","중개거래","서울 강서구","-"
"1423","서울특별시 강서구 가양동","448-1","448","1","가양강나루현대","59.76","202405","15","82,800","-","13","개인","개인","1999","양천로 507","-","중개거래","서울 강서구","-"
"1424","서울특별시 강서구 가양동","1490","1490","0","가양도시개발9-2단지","49.5","202405","15","65,500","-","4","개인","개인","1993","허준로 234","-","중개거래","서울 강서구","-"
"1425","서울특별시 강서구 가양동","1461","1461","0","가양2단지(성지)","39.6","202405","17","57,800","-","10","개인","개인","1992","허준로 47","-","중개거래","서울 강서구","-"
"1426","서울특별시 강서구 가양동","1475","1475","0","강변","39.6","202405","20","55,000","-","11","개인","개인","1992","허준로 139","-","중개거래","서울 강서구","-"
"1427","서울특별시 강서구 가양동","1485","1485","0","가양6단지","39.6","202405","20","55,000","615","1","개인","개인","1992","허준로 175","-","직거래","-","24.05.31"
"1428","서울특별시 강서구 가양동","1475","1475","0","강변","39.6","202405","22","57,000","-","15","개인","개인","1992","허준로 139","-","중개거래","서울 강서구","-"
"1429","서울특별시 강서구 마곡동","734","734","0","마곡엠밸리1단지","84.92","202405","7","121,500","-","7","개인","개인","2014","마곡서1로 131","-","중개거래","서울 강서구","-"
"1430","서울특별시 강서구 마곡동","746-1","746","1","마곡엠밸리12단지","59.99","202405","7","109,500","-","15","개인","법인","2016","공항대로 140","-","중개거래","서울 강서구","-"
"1431","서울특별시 강서구 마곡동","751","751","0","마곡엠벨리(15단지)","84.88","202405","10","135,000","-","14","개인","개인","2014","마곡중앙로 36","-","중개거래","서울 강서구","-"
"1432","서울특별시 강서구 마곡동","716","716","0","한솔솔파크","84.87","202405","11","98,500","-","15","개인","개인","2005","양천로30길 77","-","중개거래","서울 강서구","-"
"1433","서울특별시 강서구 마곡동","746-1","746","1","마곡엠밸리12단지","59.79","202405","11","112,300","-","13","개인","개인","2016","공항대로 140","-","중개거래","서울 강서구","-"
"1434","서울특별시 강서구 마곡동","748","748","0","마곡13단지힐스테이트마스터","84.9805","202405","11","136,900","-","10","개인","개인","2017","마곡중앙1로 71","-","중개거래","서울 강서구","-"
"1435","서울특별시 강서구 방화동","859","859","0","마곡청구아파트","84.92","202405","13","70,000","-","2","개인","개인","1998","양천로26길 103","-","중개거래","서울 강서구, 서울 마포구","-"
"1436","서울특별시 강서구 방화동","859","859","0","마곡청구아파트","59.91","202405","15","53,000","-","1","개인","개인","1998","양천로26길 103","-","중개거래","서울 강서구","-"
"1437","서울특별시 강서구 방화동","890","890","0","마곡푸르지오","59.87","202405","15","88,000","-","7","개인","개인","2008","방화대로34길 88","-","중개거래","서울 강서구","-"
"1438","서울특별시 강서구 마곡동","746-1","746","1","마곡엠밸리12단지","84.88","202405","15","135,950","-","12","개인","개인","2016","공항대로 140","-","중개거래","서울 강서구","-"
"1439","서울특별시 강서구 마곡동","725-1","725","1","마곡힐스테이트","84.89","202405","18","140,000","-","10","개인","개인","2017","마곡중앙3로 74","-","중개거래","서울 서초구","-"
"1440","서울특별시 강서구 마곡동","748","748","0","마곡13단지힐스테이트마스터","59.9825","202405","18","113,000","-","16","개인","개인","2017","마곡중앙1로 71","-","중개거래","서울 강서구","-"
"1441","서울특별시 강서구 마곡동","744","744","0","마곡엠밸리9단지","59.86","202405","18","110,000","-","7","개인","개인","2021","공항대로 103","-","중개거래","서울 강서구","-"
"1442","서울특별시 강서구 방화동","890","890","0","마곡푸르지오","84.99","202405","21","122,500","-","11","개인","개인","2008","방화대로34길 88","-","중개거래","서울 강서구","-"
"1443","서울특별시 강서구 마곡동","748","748","0","마곡13단지힐스테이트마스터","84.9805","202405","22","134,900","-","13","개인","개인","2017","마곡중앙1로 71","-","중개거래","서울 강서구","-"
"1444","서울특별시 강서구 마곡동","748","748","0","마곡13단지힐스테이트마스터","84.9881","202405","23","136,000","-","8","개인","개인","2017","마곡중앙1로 71","-","중개거래","서울 강서구","-"
"1445","서울특별시 강서구 마곡동","422","422","0","신안","59.98","202405","28","68,600","-","5","개인","개인","1993","양천로30길 123-9","-","중개거래","경기 양주시, 서울 강서구","-"
"1446","서울특별시 강서구 마곡동","750","750","0","마곡엠벨리(14단지)","84.95","202405","28","128,000","-","12","개인","법인","2014","마곡중앙로 33","20240530","직거래","-","-"
"1447","서울특별시 강서구 방화동","897","897","0","마곡일성트루엘아파트","59.978","202406","4","65,000","-","10","개인","개인","2013","방화대로34길 110","-","직거래","-","-"
"1448","서울특별시 강서구 내발산동","742","742","0","마곡수명산파크1단지","84.68","202405","7","97,500","-","14","개인","개인","2007","강서로47길 108","-","중개거래","서울 강서구","-"
"1449","서울특별시 강서구 내발산동","741","741","0","마곡수명산파크2단지","84.75","202405","8","108,500","-","11","개인","개인","2007","강서로47길 158","-","중개거래","서울 강서구","-"
"1450","서울특별시 강서구 내발산동","657","657","0","우장산힐스테이트","84.98","202405","15","119,000","-","3","개인","개인","2005","강서로 348","-","중개거래","서울 강서구","-"
"1451","서울특별시 강서구 내발산동","657","657","0","우장산힐스테이트","59.98","202405","17","101,000","-","10","개인","개인","2005","강서로 348","-","중개거래","서울 강서구","-"
"1452","서울특별시 강서구 내발산동","753","753","0","마곡수명산파크4단지","59.84","202405","18","79,000","-","3","개인","개인","2008","수명로1길 16","-","중개거래","서울 강서구","-"
"1453","서울특별시 강서구 내발산동","753","753","0","마곡수명산파크4단지","59.84","202405","21","79,500","-","4","개인","개인","2008","수명로1길 16","-","중개거래","서울 강서구","-"
"1454","서울특별시 강서구 내발산동","673-6","673","6","새신아","76.44","202405","23","51,250","-","5","개인","개인","1996","우장산로8길 45","-","중개거래","서울 강서구","-"
"1455","서울특별시 강서구 내발산동","722-16","722","16","태승훼미리","83.61","202405","24","72,500","-","5","개인","개인","2004","강서로45길 18","-","중개거래","서울 강서구","-"
"1456","서울특별시 강서구 내발산동","749","749","0","마곡수명산파크5단지","59.87","202405","25","81,500","-","10","개인","개인","2008","수명로2길 105","-","중개거래","서울 강서구","-"
"1457","서울특별시 강서구 내발산동","657","657","0","우장산힐스테이트","84.98","202406","1","124,000","-","3","개인","개인","2005","강서로 348","-","중개거래","서울 강서구","-"
"1458","서울특별시 강서구 방화동","852","852","0","마곡중앙하이츠아파트","39.58","202405","7","40,800","-","8","개인","개인","1994","양천로6길 28","-","중개거래","서울 강서구","-"
"1459","서울특별시 강서구 방화동","817","817","0","동성","64.65","202405","9","69,000","-","7","개인","개인","1993","금낭화로23길 8","-","중개거래","서울 강서구","-"
"1460","서울특별시 강서구 방화동","852","852","0","마곡중앙하이츠아파트","59.34","202405","11","57,800","-","14","개인","개인","1994","양천로6길 28","-","중개거래","서울 강서구","-"
"1461","서울특별시 강서구 방화동","832","832","0","청솔","49.2","202405","11","49,600","-","3","개인","개인","1994","방화대로47길 55","-","중개거래","서울 강서구, 서울 영등포구","-"
"1462","서울특별시 강서구 방화동","841","841","0","장미","39.96","202405","11","41,700","-","3","개인","개인","1994","양천로 125","-","중개거래","서울 동작구, 서울 양천구","-"
"1463","서울특별시 강서구 방화동","880","880","0","치현마을동일스위트리버","84.9829","202405","11","69,000","-","8","개인","개인","2004","금낭화로24가길 28","-","중개거래","서울 강서구","-"
"1464","서울특별시 강서구 방화동","814","814","0","방화5","39.6","202405","14","44,000","-","13","개인","개인","1994","금낭화로 287-19","-","중개거래","서울 강서구","-"
"1465","서울특별시 강서구 방화동","614-11","614","11","원미","63.06","202405","14","58,000","-","4","개인","개인","1988","개화동로27길 43","-","중개거래","경북 경산시","24.05.21"
"1466","서울특별시 강서구 방화동","852","852","0","마곡중앙하이츠아파트","51.03","202405","15","51,000","-","15","개인","개인","1994","양천로6길 28","-","중개거래","서울 강서구","-"
"1467","서울특별시 강서구 방화동","793","793","0","현대","84.99","202405","18","66,000","-","3","개인","개인","1993","방화대로37길 26","-","직거래","-","-"
"1468","서울특별시 강서구 방화동","832","832","0","청솔","59.04","202405","20","58,000","-","12","개인","개인","1994","방화대로47길 55","-","중개거래","서울 강서구","-"
"1469","서울특별시 강서구 방화동","831","831","0","방화4단지","134.61","202405","21","90,000","-","3","개인","개인","1994","방화대로47가길 22","-","중개거래","서울 강서구","-"
"1470","서울특별시 강서구 방화동","814","814","0","방화5","49.77","202405","21","55,800","-","10","개인","개인","1994","금낭화로 287-19","-","중개거래","서울 강서구","-"
"1471","서울특별시 강서구 방화동","852","852","0","마곡중앙하이츠아파트","59.34","202405","22","59,900","-","10","개인","개인","1994","양천로6길 28","-","중개거래","서울 강서구","-"
"1472","서울특별시 강서구 방화동","895","895","0","동일스위트리버2차","59.94","202405","23","53,500","-","2","개인","개인","2009","금낭화로24가길 6","-","중개거래","서울 강서구","-"
"1473","서울특별시 강서구 방화동","832","832","0","청솔","59.04","202405","24","58,000","-","15","개인","개인","1994","방화대로47길 55","-","중개거래","서울 강서구","-"
"1474","서울특별시 강서구 방화동","817","817","0","동성","84.95","202405","25","67,000","-","1","개인","개인","1993","금낭화로23길 8","-","중개거래","서울 강서구","-"
